Путь;Каталог;Имя файла;Расширение;Размер, байт;Изменён;Разбор;Формат по содержимому;Статус
ARXIV/UDH3/Vfp98/Distrib.src/System/MSDASQLR.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSDASQLR.DLL;.dll;9728;1998-06-18 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSDATL2.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSDATL2.DLL;.dll;62736;1998-06-18 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSDATT.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSDATT.DLL;.dll;39088;1998-06-09 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSEXCL35.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSEXCL35.DLL;.dll;250128;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSJET35.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSJET35.DLL;.dll;1045776;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSJINT35.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSJINT35.DLL;.dll;123664;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSJTER35.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSJTER35.DLL;.dll;24848;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSORCL32.CNT;ARXIV/UDH3/Vfp98/Distrib.src/System;MSORCL32.CNT;.cnt;1657;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSORCL32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSORCL32.DLL;.dll;136976;1998-05-31 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSORCL32.HLP;ARXIV/UDH3/Vfp98/Distrib.src/System;MSORCL32.HLP;.hlp;46624;1998-06-16 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSPDOX35.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSPDOX35.DLL;.dll;250128;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSRD2X35.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSRD2X35.DLL;.dll;252176;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSREPL35.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSREPL35.DLL;.dll;407312;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSTEXT35.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSTEXT35.DLL;.dll;165648;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSVCRT.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSVCRT.DLL;.dll;254005;1998-06-16 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSVCRT20.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSVCRT20.DLL;.dll;253952;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSVCRT40.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSVCRT40.DLL;.dll;326656;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MSXBSE35.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MSXBSE35.DLL;.dll;287504;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MTXDM.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MTXDM.DLL;.dll;29456;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/MTXOCI.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;MTXOCI.DLL;.dll;69904;1998-05-31 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBC16GT.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBC16GT.DLL;.dll;26224;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBC32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBC32.DLL;.dll;279552;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBC32GT.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBC32GT.DLL;.dll;6656;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCAD32.EXE;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCAD32.EXE;.exe;9216;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCBCP.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCBCP.DLL;.dll;9728;1998-06-11 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCCP32.CPL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCCP32.CPL;.cpl;9728;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCCP32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCCP32.DLL;.dll;127488;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCCR32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCCR32.DLL;.dll;289280;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCCU32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCCU32.DLL;.dll;290816;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCINST.CNT;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCINST.CNT;.cnt;324;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCINST.HLP;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCINST.HLP;.hlp;48856;1998-06-16 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCINT.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCINT.DLL;.dll;68608;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCJET.CNT;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCJET.CNT;.cnt;6902;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCJET.HLP;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCJET.HLP;.hlp;170865;1998-06-16 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCJI32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCJI32.DLL;.dll;37888;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCJT32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCJT32.DLL;.dll;247296;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCTL32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCTL32.DLL;.dll;72704;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODBCTRAC.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODBCTRAC.DLL;.dll;192512;1998-06-21 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODDBSE32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODDBSE32.DLL;.dll;4608;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODEXL32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODEXL32.DLL;.dll;4608;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODFOX32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODFOX32.DLL;.dll;4608;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODKOB32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODKOB32.DLL;.dll;16896;1998-06-17 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODPDX32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODPDX32.DLL;.dll;4608;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/ODTEXT32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;ODTEXT32.DLL;.dll;4608;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/OLEAUT32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;OLEAUT32.DLL;.dll;598288;1998-06-17 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/OLEPRO32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;OLEPRO32.DLL;.dll;164112;1998-06-17 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/QFEUPD.EXE;ARXIV/UDH3/Vfp98/Distrib.src/System;QFEUPD.EXE;.exe;159232;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/REGSVR32.EXE;ARXIV/UDH3/Vfp98/Distrib.src/System;REGSVR32.EXE;.exe;37136;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/SQLSODBC.HLP;ARXIV/UDH3/Vfp98/Distrib.src/System;SQLSODBC.HLP;.hlp;15451;1998-06-16 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/SQLSRDME.TXT;ARXIV/UDH3/Vfp98/Distrib.src/System;SQLSRDME.TXT;.txt;12141;1998-06-16 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/SQLSRV32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;SQLSRV32.DLL;.dll;418064;1998-06-11 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/STDOLE2.TLB;ARXIV/UDH3/Vfp98/Distrib.src/System;STDOLE2.TLB;.tlb;17920;1998-06-16 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/VBAJET32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;VBAJET32.DLL;.dll;30992;1998-06-17 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/VBAME.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;VBAME.DLL;.dll;57344;1998-05-05 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/VBAR332.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;VBAR332.DLL;.dll;368912;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/VFPODBC.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System;VFPODBC.DLL;.dll;934672;1998-06-15 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/VFPODBC.TXT;ARXIV/UDH3/Vfp98/Distrib.src/System;VFPODBC.TXT;.txt;11923;1998-04-23 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/WINDBVER.EXE;ARXIV/UDH3/Vfp98/Distrib.src/System;WINDBVER.EXE;.exe;30720;1998-06-11 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/msdasqlreadme.txt;ARXIV/UDH3/Vfp98/Distrib.src/System;msdasqlreadme.txt;.txt;3113;1998-06-16 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/msoracle32readme.txt;ARXIV/UDH3/Vfp98/Distrib.src/System;msoracle32readme.txt;.txt;2819;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/WinNT/CTL3D32.DLL;ARXIV/UDH3/Vfp98/Distrib.src/System/WinNT;CTL3D32.DLL;.dll;27136;1998-04-29 19:00:00;;;ok
ARXIV/UDH3/Vfp98/Distrib.src/System/WinNT/MSCREATE.DIR;ARXIV/UDH3/Vfp98/Distrib.src/System/WinNT;MSCREATE.DIR;.dir;0;2004-07-20 18:09:32;;;ok
ARXIV/UDH3/Vfp98/FFC/AUTGRAPH.H;ARXIV/UDH3/Vfp98/FFC;AUTGRAPH.H;.h;4434;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/AUTGRAPH.VCT;ARXIV/UDH3/Vfp98/FFC;AUTGRAPH.VCT;.vct;53803;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/AUTGRAPH.VCX;ARXIV/UDH3/Vfp98/FFC;AUTGRAPH.VCX;.vcx;2013;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/AUTOMATE.H;ARXIV/UDH3/Vfp98/FFC;AUTOMATE.H;.h;2682;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/AUTOMATE.VCT;ARXIV/UDH3/Vfp98/FFC;AUTOMATE.VCT;.vct;28894;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/AUTOMATE.VCX;ARXIV/UDH3/Vfp98/FFC;AUTOMATE.VCX;.vcx;1359;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/DDECMD.H;ARXIV/UDH3/Vfp98/FFC;DDECMD.H;.h;1738;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/MAILMRGE.H;ARXIV/UDH3/Vfp98/FFC;MAILMRGE.H;.h;6520;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/MAILMRGE.VCT;ARXIV/UDH3/Vfp98/FFC;MAILMRGE.VCT;.vct;50319;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/MAILMRGE.VCX;ARXIV/UDH3/Vfp98/FFC;MAILMRGE.VCX;.vcx;1359;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/MSCREATE.DIR;ARXIV/UDH3/Vfp98/FFC;MSCREATE.DIR;.dir;0;2004-07-20 18:09:24;;;ok
ARXIV/UDH3/Vfp98/FFC/NOTES.TXT;ARXIV/UDH3/Vfp98/FFC;NOTES.TXT;.txt;3581;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/OPENADLG.SCT;ARXIV/UDH3/Vfp98/FFC;OPENADLG.SCT;.sct;1208;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/OPENADLG.SCX;ARXIV/UDH3/Vfp98/FFC;OPENADLG.SCX;.scx;1469;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/PIVTABLE.H;ARXIV/UDH3/Vfp98/FFC;PIVTABLE.H;.h;3380;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/PIVTABLE.VCT;ARXIV/UDH3/Vfp98/FFC;PIVTABLE.VCT;.vct;27501;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/PIVTABLE.VCX;ARXIV/UDH3/Vfp98/FFC;PIVTABLE.VCX;.vcx;1359;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/REGISTRY.H;ARXIV/UDH3/Vfp98/FFC;REGISTRY.H;.h;2907;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/REGISTRY.VCT;ARXIV/UDH3/Vfp98/FFC;REGISTRY.VCT;.vct;35302;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/REGISTRY.VCX;ARXIV/UDH3/Vfp98/FFC;REGISTRY.VCX;.vcx;2231;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/RUNCODE.PRG;ARXIV/UDH3/Vfp98/FFC;RUNCODE.PRG;.prg;9874;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/SETOBJRF.PRG;ARXIV/UDH3/Vfp98/FFC;SETOBJRF.PRG;.prg;3739;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_APP.H;ARXIV/UDH3/Vfp98/FFC;_APP.H;.h;6880;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_APP.VCT;ARXIV/UDH3/Vfp98/FFC;_APP.VCT;.vct;79295;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_APP.VCX;ARXIV/UDH3/Vfp98/FFC;_APP.VCX;.vcx;2231;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_BASE.PRG;ARXIV/UDH3/Vfp98/FFC;_BASE.PRG;.prg;37250;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_BASE.VCT;ARXIV/UDH3/Vfp98/FFC;_BASE.VCT;.vct;244464;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_BASE.VCX;ARXIV/UDH3/Vfp98/FFC;_BASE.VCX;.vcx;7136;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_DATA.H;ARXIV/UDH3/Vfp98/FFC;_DATA.H;.h;3400;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_DATANAV.VCT;ARXIV/UDH3/Vfp98/FFC;_DATANAV.VCT;.vct;31126;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_DATANAV.VCX;ARXIV/UDH3/Vfp98/FFC;_DATANAV.VCX;.vcx;4302;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_DIALOGS.VCT;ARXIV/UDH3/Vfp98/FFC;_DIALOGS.VCT;.vct;57792;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_DIALOGS.VCX;ARXIV/UDH3/Vfp98/FFC;_DIALOGS.VCX;.vcx;6591;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_ENVIRON.VCT;ARXIV/UDH3/Vfp98/FFC;_ENVIRON.VCT;.vct;27940;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_ENVIRON.VCX;ARXIV/UDH3/Vfp98/FFC;_ENVIRON.VCX;.vcx;1795;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_FORMAT.VCT;ARXIV/UDH3/Vfp98/FFC;_FORMAT.VCT;.vct;22616;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_FORMAT.VCX;ARXIV/UDH3/Vfp98/FFC;_FORMAT.VCX;.vcx;3539;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_HTML.H;ARXIV/UDH3/Vfp98/FFC;_HTML.H;.h;553;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_HTML.VCT;ARXIV/UDH3/Vfp98/FFC;_HTML.VCT;.vct;145969;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_HTML.VCX;ARXIV/UDH3/Vfp98/FFC;_HTML.VCX;.vcx;4521;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_HTMLSTY.VCT;ARXIV/UDH3/Vfp98/FFC;_HTMLSTY.VCT;.vct;78859;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_HTMLSTY.VCX;ARXIV/UDH3/Vfp98/FFC;_HTMLSTY.VCX;.vcx;9207;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_MENU.VCT;ARXIV/UDH3/Vfp98/FFC;_MENU.VCT;.vct;14583;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_MENU.VCX;ARXIV/UDH3/Vfp98/FFC;_MENU.VCX;.vcx;1360;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_MOVERS.H;ARXIV/UDH3/Vfp98/FFC;_MOVERS.H;.h;1517;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_MOVERS.VCT;ARXIV/UDH3/Vfp98/FFC;_MOVERS.VCT;.vct;108701;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_MOVERS.VCX;ARXIV/UDH3/Vfp98/FFC;_MOVERS.VCX;.vcx;3648;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_REPORTS.H;ARXIV/UDH3/Vfp98/FFC;_REPORTS.H;.h;3920;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_REPORTS.VCT;ARXIV/UDH3/Vfp98/FFC;_REPORTS.VCT;.vct;96970;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_REPORTS.VCX;ARXIV/UDH3/Vfp98/FFC;_REPORTS.VCX;.vcx;5065;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_TABLE.H;ARXIV/UDH3/Vfp98/FFC;_TABLE.H;.h;3414;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_TABLE.VCT;ARXIV/UDH3/Vfp98/FFC;_TABLE.VCT;.vct;131859;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_TABLE.VCX;ARXIV/UDH3/Vfp98/FFC;_TABLE.VCX;.vcx;8989;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_TABLE2.H;ARXIV/UDH3/Vfp98/FFC;_TABLE2.H;.h;1220;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_TABLE2.VCT;ARXIV/UDH3/Vfp98/FFC;_TABLE2.VCT;.vct;32209;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_TABLE2.VCX;ARXIV/UDH3/Vfp98/FFC;_TABLE2.VCX;.vcx;6482;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_THERM.VCT;ARXIV/UDH3/Vfp98/FFC;_THERM.VCT;.vct;23552;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_THERM.VCX;ARXIV/UDH3/Vfp98/FFC;_THERM.VCX;.vcx;4629;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_UI.H;ARXIV/UDH3/Vfp98/FFC;_UI.H;.h;1873;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_UI.VCT;ARXIV/UDH3/Vfp98/FFC;_UI.VCT;.vct;22978;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_UI.VCX;ARXIV/UDH3/Vfp98/FFC;_UI.VCX;.vcx;1795;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_UTILITY.H;ARXIV/UDH3/Vfp98/FFC;_UTILITY.H;.h;3623;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_UTILITY.VCT;ARXIV/UDH3/Vfp98/FFC;_UTILITY.VCT;.vct;60074;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_UTILITY.VCX;ARXIV/UDH3/Vfp98/FFC;_UTILITY.VCX;.vcx;3648;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_controls.vct;ARXIV/UDH3/Vfp98/FFC;_controls.vct;.vct;34048;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_controls.vcx;ARXIV/UDH3/Vfp98/FFC;_controls.vcx;.vcx;3103;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_dataquery.vct;ARXIV/UDH3/Vfp98/FFC;_dataquery.vct;.vct;36832;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_dataquery.vcx;ARXIV/UDH3/Vfp98/FFC;_dataquery.vcx;.vcx;3866;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_datetime.vct;ARXIV/UDH3/Vfp98/FFC;_datetime.vct;.vct;11797;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_datetime.vcx;ARXIV/UDH3/Vfp98/FFC;_datetime.vcx;.vcx;2667;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_hyperlink.vct;ARXIV/UDH3/Vfp98/FFC;_hyperlink.vct;.vct;26163;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_hyperlink.vcx;ARXIV/UDH3/Vfp98/FFC;_hyperlink.vcx;.vcx;2013;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_internet.vct;ARXIV/UDH3/Vfp98/FFC;_internet.vct;.vct;30541;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_internet.vcx;ARXIV/UDH3/Vfp98/FFC;_internet.vcx;.vcx;3321;1998-05-30 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_miscbtns.vct;ARXIV/UDH3/Vfp98/FFC;_miscbtns.vct;.vct;25699;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_miscbtns.vcx;ARXIV/UDH3/Vfp98/FFC;_miscbtns.vcx;.vcx;2994;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_multimedia.vct;ARXIV/UDH3/Vfp98/FFC;_multimedia.vct;.vct;27164;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/_multimedia.vcx;ARXIV/UDH3/Vfp98/FFC;_multimedia.vcx;.vcx;1795;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/Graphics/ADD.BMP;ARXIV/UDH3/Vfp98/FFC/Graphics;ADD.BMP;.bmp;322;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/Graphics/ADDALL.BMP;ARXIV/UDH3/Vfp98/FFC/Graphics;ADDALL.BMP;.bmp;322;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/Graphics/BOTTOM.BMP;ARXIV/UDH3/Vfp98/FFC/Graphics;BOTTOM.BMP;.bmp;322;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/Graphics/CANCEL.BMP;ARXIV/UDH3/Vfp98/FFC/Graphics;CANCEL.BMP;.bmp;246;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/Graphics/CANCEL.MSK;ARXIV/UDH3/Vfp98/FFC/Graphics;CANCEL.MSK;.msk;246;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/Graphics/CHECKER.BMP;ARXIV/UDH3/Vfp98/FFC/Graphics;CHECKER.BMP;.bmp;230;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/Graphics/CLOCK.BMP;ARXIV/UDH3/Vfp98/FFC/Graphics;CLOCK.BMP;.bmp;238;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/Graphics/DBLVIEW.BMP;ARXIV/UDH3/Vfp98/FFC/Graphics;DBLVIEW.BMP;.bmp;274;1998-05-24 19:00:00;;;ok
ARXIV/UDH3/Vfp98/FFC/Graphics/DBLVIEW.MSK;ARXIV/UDH3/Vfp98/FFC/Graphics;DBLVIEW.MSK;.msk;274;1998-05-24 19:00:00;;;ok
